name,price_usd,description,rating,review_count,product_url,source_url,scraped_at
Lenovo Legion Y520-15IKBM,1112.91,"Lenovo Legion Y520-15IKBM, Black, 15.6"" FHD IPS, Core i5-7300HQ, 8 GB, 128GB SSD + 2 TB HDD, NVIDIA GeForce GTX 1060 6 GB, FreeDOS + Windows 10 Home",4,1,https://webscraper.io/test-sites/e-commerce/allinone/product/101,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Toshiba Portege Z30-C-16J Grey,1114.55,"Toshiba Portege Z30-C-16J Grey, 13.3"" FHD, Core i5-6200U, 8GB, 256GB SSD, Windows 10 Pro",1,0,https://webscraper.io/test-sites/e-commerce/allinone/product/102,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Predator Helios 300 (PH317-51),1123.87,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050Ti 4GB, Windows 10 Home",2,1,https://webscraper.io/test-sites/e-commerce/allinone/product/103,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Aspire 7 A715-71G,1123.87,"Acer Aspire 7 A715-71G, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB HDD, GTX 1050 Ti 4GB, Windows 10 Home",2,4,https://webscraper.io/test-sites/e-commerce/allinone/product/104,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Inspiron 17 2in1 (7779) Silver,1124.2,"Dell Inspiron 17 2in1 (7779) Silver, 17.3"" FHD Touch, Core i5-7200U, 12GB, 1TB, GeForce GT940MX 2GB, Windows 10 Home",3,10,https://webscraper.io/test-sites/e-commerce/allinone/product/105,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Latitude 5480,1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",4,14,https://webscraper.io/test-sites/e-commerce/allinone/product/106,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo Legion Y520,1133.91,"Lenovo Legion Y520, 15.6"" FHD, Core i7-7700HQ, 8GB, 128 GB SSD + 1TB HDD, GTX 1050 4GB, Windows 10 Home",1,13,https://webscraper.io/test-sites/e-commerce/allinone/product/107,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Asus AsusPro Advanced BU401LA-FA271G Dark Grey,1139.54,"Asus AsusPro Advanced BU401LA-FA271G Dark Grey, 14"", Core i5-4210U, 4GB, 128GB SSD, Win7 Pro 64bit, ENG",3,7,https://webscraper.io/test-sites/e-commerce/allinone/product/108,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Nitro 5 AN515-51,1140.62,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD +1TB, GeForce GTX 1050 Ti 4GB, Windows 10 Home + Windows 10 Home",3,14,https://webscraper.io/test-sites/e-commerce/allinone/product/109,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Latitude 5480,1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",4,5,https://webscraper.io/test-sites/e-commerce/allinone/product/110,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Inspiron 15 (7567) Black,1144.2,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB, GeForce GTX 1050 Ti 4GB, Linux + Windows 10 Home",1,2,https://webscraper.io/test-sites/e-commerce/allinone/product/111,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Latitude 5580,1144.4,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",3,10,https://webscraper.io/test-sites/e-commerce/allinone/product/112,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo Legion Y520-15IKBM,1149.0,"Lenovo Legion Y520-15IKBM, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB, GeForce GTX 1060 Max-Q 6GB, DOS",3,11,https://webscraper.io/test-sites/e-commerce/allinone/product/55,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
MSI GP62M 7RDX Leopard,1149.0,"MSI GP62M 7RDX Leopard, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",1,11,https://webscraper.io/test-sites/e-commerce/allinone/product/113,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo Yoga 720 Grey,1149.73,"Lenovo Yoga 720 Grey, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 256GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",2,12,https://webscraper.io/test-sites/e-commerce/allinone/product/114,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Toshiba Portege Z30-C-16L Grey,1154.04,"Toshiba Portege Z30-C-16L Grey, 13.3"" FHD, Core i7-6500U, 8GB, 256GB SSD, Windows 10 Pro",1,7,https://webscraper.io/test-sites/e-commerce/allinone/product/115,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer TravelMate P645-S-511A Black,1170.1,"Acer TravelMate P645-S-511A Black, 14"" FHD IPS, Core i5-5200U, 8GB, 256GB SSD, 3G, Windows 10 Pro",1,0,https://webscraper.io/test-sites/e-commerce/allinone/product/116,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Latitude 5580,1178.19,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 16GB, 256GB SSD, Linux + Windows 10 Home",3,6,https://webscraper.io/test-sites/e-commerce/allinone/product/117,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
ThinkPad T540p,1178.99,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",1,2,https://webscraper.io/test-sites/e-commerce/allinone/product/33,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
MSI GS63 7RD Stealth,1179.0,"MSI GS63 7RD Stealth, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD, GeForce GTX 1050 2GB, DOS + Windows 10 Home",1,2,https://webscraper.io/test-sites/e-commerce/allinone/product/118,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Latitude 5480,1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",3,5,https://webscraper.io/test-sites/e-commerce/allinone/product/119,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Predator Helios 300 (PH317-51),1187.98,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ. 8GB, 128GB SSD +1TB, GeForce GTX 1050Ti 4GB, Linux + Windows 10 Home",3,14,https://webscraper.io/test-sites/e-commerce/allinone/product/120,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
MSI GL62M 7REX,1199.0,"MSI GL62M 7REX, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 2GB, Windows 10 Home",1,7,https://webscraper.io/test-sites/e-commerce/allinone/product/121,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
MSI GL62M 7REX2,1199.0,"MSI GL62M 7REX2, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 2GB, Windows 10 Home",2,12,https://webscraper.io/test-sites/e-commerce/allinone/product/122,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo Yoga 910 Grey,1199.73,"Lenovo Yoga 910 Grey, 13.9"" FHD Touch, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home",3,7,https://webscraper.io/test-sites/e-commerce/allinone/product/123,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Toshiba Portege X30-D-10J Black/Blue,1203.41,"Toshiba Portege X30-D-10J Black/Blue, 13.3"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",4,13,https://webscraper.io/test-sites/e-commerce/allinone/product/124,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo IdeaPad Miix 510 Platinum Silver,1212.16,"Lenovo IdeaPad Miix 510 Platinum Silver, 12.2"" IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",4,0,https://webscraper.io/test-sites/e-commerce/allinone/product/125,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Predator Helios 300 (PH317-51),1221.58,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home",1,9,https://webscraper.io/test-sites/e-commerce/allinone/product/126,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
ThinkPad Yoga,1223.99,"12.5"" Touch, Core i5 4200U, 8GB, 500GB + 16GB SSD Cache, Windows",3,2,https://webscraper.io/test-sites/e-commerce/allinone/product/43,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Asus VivoBook Pro 15 N580VN-FI006T Gold Metal,1235.49,"Asus VivoBook Pro 15 N580VN-FI006T Gold Metal, 15.6"" UHD, Core i7-7700HQ, 16GB, 1TB + 256GB SSD, GeForce MX150 2GB, Windows 10 Home, Eng kbd",2,10,https://webscraper.io/test-sites/e-commerce/allinone/product/127,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Latitude 5480,1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",2,0,https://webscraper.io/test-sites/e-commerce/allinone/product/128,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Asus ZenBook UX530UX-FY040T Blue,1239.2,"Asus ZenBook UX530UX-FY040T Blue, 15.6"" FHD, Core i7-7500U, 8GB, 512GB SSD, GeForce GTX950M 2GB, Windows 10 Home, Eng kbd",1,14,https://webscraper.io/test-sites/e-commerce/allinone/product/129,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
ThinkPad X230,1244.99,"12.5"", Core i5 2.6GHz, 8GB, 180GB SSD, Win7 Pro 64bit",3,10,https://webscraper.io/test-sites/e-commerce/allinone/product/41,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Asus ROG Strix GL753VE-GC096T,1259.0,"Asus ROG Strix GL753VE-GC096T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home, Eng kbd",4,7,https://webscraper.io/test-sites/e-commerce/allinone/product/130,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
"Apple MacBook Air 13""",1260.13,"Apple MacBook Air 13"", i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, ENG",4,8,https://webscraper.io/test-sites/e-commerce/allinone/product/131,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Latitude 5480,1271.06,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",1,13,https://webscraper.io/test-sites/e-commerce/allinone/product/132,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Hewlett Packard Spectre 13-v106na Dark Ash Silver,1273.11,"Hewlett Packard Spectre 13-v106na Dark Ash Silver, 13.3"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home",3,8,https://webscraper.io/test-sites/e-commerce/allinone/product/133,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell XPS 13,1281.99,"13.3"" Touch, Core i5-4210U, 8GB, 128GB SSD, Windows 8.1",3,4,https://webscraper.io/test-sites/e-commerce/allinone/product/40,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Toshiba Portege Z30-C-16K Grey,1294.74,"Toshiba Portege Z30-C-16K Grey, 13.3"" FHD, Core i5-6200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",1,6,https://webscraper.io/test-sites/e-commerce/allinone/product/134,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
MSI GL62VR 7RFX,1299.0,"MSI GL62VR 7RFX, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 256GB SSD, GeForce GTX 1060 3GB, Windows 10 Home",3,1,https://webscraper.io/test-sites/e-commerce/allinone/product/135,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Latitude 5480,1310.39,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",3,8,https://webscraper.io/test-sites/e-commerce/allinone/product/136,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
ThinkPad X240,1311.99,"12.5"", Core i5-4300U, 8GB, 240GB SSD, Win7 Pro 64bit",3,12,https://webscraper.io/test-sites/e-commerce/allinone/product/35,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Hewlett Packard ProBook 640 G3,1326.83,"Hewlett Packard ProBook 640 G3, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",1,2,https://webscraper.io/test-sites/e-commerce/allinone/product/137,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
"Apple MacBook Pro 13"" Space Gray",1333.0,"Apple MacBook Pro 13"" Space Gray, Core i5 2.3GHz, 8GB, 128GB SSD, Iris Plus 640, ENG",1,0,https://webscraper.io/test-sites/e-commerce/allinone/product/138,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Latitude 5580,1337.28,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 8GB, 256GB SSD, GeForce GT930MX, Windows 10 Pro",1,6,https://webscraper.io/test-sites/e-commerce/allinone/product/139,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Latitude 5480,1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",2,11,https://webscraper.io/test-sites/e-commerce/allinone/product/140,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Latitude 5580,1341.22,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 16GB, 256GB SSD, GeForce GT930MX, Linux",3,3,https://webscraper.io/test-sites/e-commerce/allinone/product/141,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
"Apple MacBook Air 13""",1347.78,"Apple MacBook Air 13"", Intel Core i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, RUS",2,11,https://webscraper.io/test-sites/e-commerce/allinone/product/142,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo ThinkPad T470,1349.23,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",1,5,https://webscraper.io/test-sites/e-commerce/allinone/product/143,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo ThinkPad Yoga 370 Black,1362.24,"Lenovo ThinkPad Yoga 370 Black, 13.3"" FHD IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",2,12,https://webscraper.io/test-sites/e-commerce/allinone/product/144,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Toshiba Portege X20W-D-10V Black/Blue,1366.32,"Toshiba Portege X20W-D-10V Black/Blue, 12.5"" FHD Touch, Core i7-7500U, 8GB, 512GB SSD, Windows 10 Pro",1,11,https://webscraper.io/test-sites/e-commerce/allinone/product/145,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Asus ASUSPRO B9440UA-GV0279R Gray,1381.13,"Asus ASUSPRO B9440UA-GV0279R Gray, 14"" FHD, Core i7-7500U, 16GB, 512GB SSD, Windows 10 Pro, Eng kbd",1,4,https://webscraper.io/test-sites/e-commerce/allinone/product/146,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo Legion Y720,1399.0,"Lenovo Legion Y720, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 2TB HDD, GeForce GTX 1060 6GB, DOS, RGB backlit keyboard",3,8,https://webscraper.io/test-sites/e-commerce/allinone/product/56,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Asus ROG Strix GL702VM-GC146T,1399.0,"Asus ROG Strix GL702VM-GC146T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1060 3GB, Windows 10 Home, Eng kbd",3,10,https://webscraper.io/test-sites/e-commerce/allinone/product/147,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Asus ROG Strix GL702ZC-GC154T,1769.0,"Asus ROG Strix GL702ZC-GC154T, 17.3"" FHD, Ryzen 7 1700, 16GB, 256GB + 1TB HDD, Radeon RX 580 4GB, Windows 10 Home",4,7,https://webscraper.io/test-sites/e-commerce/allinone/product/57,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Asus ROG Strix GL702ZC-GC209T,1769.0,"Asus ROG Strix GL702ZC-GC209T, 17.3"" FHD IPS, Ryzen 7 1700, 16GB, 256GB SSD + 1TB HDD, Radeon RX 580 4GB, Windows 10 Home",1,8,https://webscraper.io/test-sites/e-commerce/allinone/product/58,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Asus ROG Strix SCAR Edition GL503VM-ED115T,1799.0,"Asus ROG Strix SCAR Edition GL503VM-ED115T, 15.6"" FHD 120Hz, Core i7-7700HQ, 16GB, 256GB SSD + 1TB SSHD, GeForce GTX 1060 6GB, Windows 10 Home",3,8,https://webscraper.io/test-sites/e-commerce/allinone/product/59,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
